date,circuit_id,uptime_pct,latency_ms,jitter_ms,packet_loss_pct
2025-08-30,526,99.921,10.0,1.77,0.077
2025-08-30,468,99.936,15.0,1.35,0.036
2025-08-30,1026,99.973,10.9,1.92,0.232
2025-08-30,446,100.027,17.3,1.5,0.078
2025-08-30,929,99.931,17.4,1.42,0.161
2025-08-30,1219,100.018,19.4,2.16,0.135
2025-08-30,129,99.924,16.9,3.49,0.055
2025-08-30,842,99.924,13.8,1.84,0.0
2025-08-30,512,99.995,20.7,0.16,0.163
2025-08-30,1131,99.913,17.5,0.82,0.0
2025-08-30,801,100.016,12.5,0.46,0.041
2025-08-30,903,99.942,18.1,2.31,0.035
2025-08-30,1345,100.021,31.2,1.54,0.083
2025-08-30,675,99.999,24.2,2.46,0.088
2025-08-30,1261,99.961,9.7,1.96,0.149
2025-08-30,877,100.033,24.2,3.41,0.132
2025-08-30,1228,99.947,12.4,2.33,0.0
2025-08-30,818,99.968,20.1,1.81,0.092
2025-08-30,1483,99.974,13.6,2.82,0.0
2025-08-30,1452,99.966,12.2,0.9,0.0
2025-08-30,1448,100.035,26.5,3.23,0.12
2025-08-30,152,99.983,5.0,1.37,0.018
2025-08-30,947,99.986,13.8,3.88,0.0
2025-08-30,799,99.957,17.9,4.17,0.125
2025-08-30,1227,99.952,22.9,2.24,0.184
2025-08-30,1338,99.993,19.8,2.05,0.0
2025-08-30,907,99.936,21.4,1.81,0.152
2025-08-30,1382,100.037,17.4,1.94,0.0
2025-08-30,493,99.934,27.5,0.97,0.115
2025-08-30,397,99.883,18.3,2.12,0.007
2025-08-30,370,99.926,12.2,0.79,0.0
2025-08-30,1047,99.908,24.5,0.9,0.044
2025-08-30,1298,99.928,7.4,1.17,0.0
2025-08-30,1229,99.935,20.4,1.34,0.0
2025-08-30,1263,99.889,15.1,0.42,0.147
2025-08-30,964,99.954,23.3,1.92,0.088
2025-08-30,681,98.736,25.6,2.56,0.039
2025-08-30,1466,100.028,18.7,1.85,0.004
2025-08-30,1024,99.911,20.3,1.5,0.018
2025-08-30,1000,99.969,19.7,1.64,0.069
2025-08-30,700,99.96,7.8,1.67,0.068
2025-08-30,371,100.054,16.4,1.69,0.0
2025-08-30,1179,99.946,29.5,2.33,0.063
2025-08-30,327,99.964,13.0,3.05,0.0
2025-08-30,936,100.053,9.8,2.32,0.0
2025-08-30,864,99.995,17.6,1.95,0.003
2025-08-30,171,99.889,20.0,0.67,0.14
2025-08-30,1246,100.024,22.2,1.79,0.0
2025-08-30,1038,99.986,30.0,3.56,0.246
2025-08-30,511,99.967,18.1,2.79,0.019
2025-08-30,265,99.988,24.6,1.65,0.037
2025-08-30,1029,100.006,13.9,0.51,0.024
2025-08-30,1413,100.02,23.8,2.42,0.0
2025-08-30,810,99.935,17.2,3.07,0.091
2025-08-30,956,99.913,19.4,0.53,0.0
2025-08-30,1411,99.936,31.7,1.76,0.01
2025-08-30,875,99.934,18.6,2.98,0.096
2025-08-30,721,99.943,24.1,1.76,0.045
2025-08-30,736,100.008,11.0,2.48,0.125
2025-08-30,1262,99.901,16.3,1.21,0.0
2025-08-30,1500,99.958,22.1,2.56,0.0
2025-08-30,519,99.984,18.9,0.54,0.231
2025-08-30,214,99.946,23.6,2.24,0.13
2025-08-30,1431,99.902,21.3,1.03,0.038
2025-08-30,501,99.843,11.8,3.93,0.194
2025-08-30,692,99.943,12.0,2.55,0.082
2025-08-30,653,99.91,14.2,2.03,0.0
2025-08-30,673,99.973,24.3,2.29,0.017
2025-08-30,200,99.979,24.3,2.93,0.0
2025-08-30,1436,99.953,12.2,1.46,0.0
2025-08-30,1344,100.0,10.1,1.88,0.138
2025-08-30,916,99.949,19.3,2.61,0.007
2025-08-30,347,99.983,31.3,1.67,0.0
2025-08-30,1417,100.047,24.2,2.73,0.0
2025-08-30,217,100.057,21.5,2.27,0.209
2025-08-30,1315,100.006,20.5,1.5,0.096
2025-08-30,254,99.911,25.0,2.54,0.116
2025-08-30,153,99.842,12.7,0.69,0.0
2025-08-30,195,99.993,17.4,2.08,0.0
2025-08-30,508,99.982,24.0,3.53,0.02
2025-08-30,859,99.959,27.2,2.32,0.106
2025-08-30,69,100.046,21.2,1.41,0.225
2025-08-30,131,100.003,23.1,3.32,0.052
2025-08-30,1434,99.925,5.1,2.09,0.034
2025-08-30,1204,99.874,12.1,2.22,0.064
2025-08-30,301,100.043,21.2,2.26,0.051
2025-08-30,1084,100.039,25.5,3.4,0.105
2025-08-30,1247,100.083,23.7,2.26,0.168
2025-08-30,1433,99.967,16.3,1.58,0.104
2025-08-30,469,99.915,10.3,1.32,0.156
2025-08-30,241,99.937,15.4,1.24,0.0
2025-08-30,1271,99.989,27.1,1.11,0.0
2025-08-30,188,100.033,11.0,1.49,0.146
2025-08-30,706,99.939,15.6,2.12,0.048
2025-08-30,499,99.957,11.5,2.85,0.0
2025-08-30,1042,99.882,21.4,1.93,0.033
2025-08-30,1447,99.987,25.9,1.03,0.05
2025-08-30,962,99.869,9.3,1.61,0.0
2025-08-30,1368,99.921,31.4,1.59,0.12
2025-08-30,284,100.018,12.5,1.88,0.022
2025-08-30,803,100.072,27.2,0.1,0.035
2025-08-30,604,99.965,15.5,4.8,0.034
2025-08-30,1273,99.951,17.8,3.26,0.0
2025-08-30,994,99.968,9.8,0.24,0.09
2025-08-30,448,99.983,19.1,5.15,0.0
2025-08-30,110,99.957,7.4,3.01,0.096
2025-08-30,1302,99.971,6.6,1.32,0.007
2025-08-30,123,99.937,17.1,2.83,0.0
2025-08-30,867,99.99,18.4,2.29,0.187
2025-08-30,281,100.014,16.9,0.69,0.251
2025-08-30,1468,99.857,26.5,2.49,0.154
2025-08-30,831,99.985,21.3,3.49,0.095
2025-08-30,1142,99.879,27.0,3.33,0.028
2025-08-30,475,99.944,19.6,1.57,0.004
2025-08-30,364,100.043,10.2,0.97,0.086
2025-08-30,1172,99.955,24.7,2.58,0.009
2025-08-30,1193,99.953,17.0,0.89,0.094
2025-08-30,1078,99.859,15.5,2.36,0.097
2025-08-30,1117,99.995,18.3,1.39,0.0
2025-08-30,1039,99.892,17.0,0.1,0.0
2025-08-30,1126,99.883,16.3,1.39,0.045
2025-08-30,68,100.003,8.0,2.56,0.013
2025-08-30,833,99.909,13.5,2.43,0.144
2025-08-30,621,99.959,21.3,2.92,0.067
2025-08-30,1158,99.956,9.9,3.52,0.0
2025-08-30,858,99.893,13.9,1.83,0.076
2025-08-30,800,99.876,5.0,2.55,0.033
2025-08-30,1438,99.889,24.5,2.34,0.123
2025-08-30,789,99.852,18.8,1.92,0.0
2025-08-30,620,99.979,11.2,2.68,0.203
2025-08-30,733,100.007,20.1,0.53,0.074
2025-08-30,319,99.909,16.7,0.97,0.038
2025-08-30,921,99.952,18.1,1.99,0.032
2025-08-30,971,100.016,16.2,1.01,0.106
2025-08-30,565,99.913,8.4,3.84,0.006
2025-08-30,1062,99.986,19.1,0.1,0.064
2025-08-30,133,99.993,25.6,3.12,0.04
2025-08-30,759,99.969,27.1,2.51,0.059
2025-08-30,1074,99.96,18.5,1.0,0.198
2025-08-30,714,100.034,25.8,2.47,0.209
2025-08-30,514,100.048,19.5,1.39,0.099
2025-08-30,1281,99.944,24.4,2.94,0.042
2025-08-30,688,99.927,13.6,1.01,0.235
2025-08-30,735,100.002,10.4,0.69,0.071
2025-08-30,126,99.826,14.3,0.9,0.113
2025-08-30,1132,99.971,7.1,1.84,0.038
2025-08-30,1090,99.911,23.1,3.5,0.159
2025-08-30,719,100.047,16.2,2.29,0.0
2025-08-30,783,99.959,13.7,3.81,0.08
2025-08-30,698,99.944,17.8,3.46,0.0
2025-08-30,290,99.994,15.9,3.1,0.0
2025-08-30,1163,99.901,26.5,1.86,0.0
2025-08-30,944,99.972,17.6,2.0,0.007
2025-08-30,1110,99.976,17.1,3.81,0.049
2025-08-30,54,100.002,7.4,1.46,0.0
2025-08-30,1198,100.012,26.2,1.99,0.108
2025-08-30,594,99.923,9.8,3.04,0.038
2025-08-30,798,99.939,9.8,1.84,0.0
2025-08-30,872,99.913,11.8,0.92,0.1
2025-08-30,41,100.023,30.4,2.54,0.079
2025-08-30,340,100.006,18.6,2.61,0.0
2025-08-30,702,100.005,20.3,0.3,0.05
2025-08-30,870,99.96,14.5,1.41,0.08
2025-08-30,1328,99.957,17.3,0.32,0.195
2025-08-30,507,99.884,23.1,0.91,0.118
2025-08-30,84,99.924,14.9,1.41,0.043
2025-08-30,116,99.997,7.5,1.52,0.0
2025-08-30,1401,99.913,19.2,1.47,0.14
2025-08-30,986,99.9,17.0,3.53,0.088
2025-08-30,732,99.958,14.2,1.83,0.047
2025-08-30,1034,99.998,21.2,3.76,0.026
2025-08-30,665,99.966,16.8,0.21,0.0
2025-08-30,271,99.944,12.9,1.96,0.0
2025-08-30,1495,99.925,9.9,0.61,0.061
2025-08-30,1250,99.946,16.3,2.55,0.006
2025-08-30,572,99.998,20.7,2.14,0.083
2025-08-30,871,99.965,16.1,2.26,0.072
2025-08-30,378,99.97,22.8,1.61,0.096
2025-08-30,1107,100.008,18.4,1.62,0.006
2025-08-30,97,99.983,20.8,2.97,0.026
2025-08-30,1225,99.992,16.4,0.1,0.141
2025-08-30,453,99.917,11.9,0.1,0.018
2025-08-30,1366,99.954,14.0,2.88,0.144
2025-08-30,557,99.907,13.8,2.66,0.0
2025-08-30,49,99.949,10.4,1.9,0.0
2025-08-30,772,100.012,21.9,2.87,0.157
2025-08-30,1116,99.968,10.7,2.49,0.0
2025-08-30,1054,99.919,26.0,0.2,0.081
2025-08-30,154,99.915,21.3,2.06,0.207
2025-08-30,238,99.991,23.3,4.23,0.016
2025-08-30,55,100.032,20.6,0.83,0.015
2025-08-30,395,100.0,19.1,1.19,0.065
2025-08-30,124,99.949,19.0,1.51,0.129
2025-08-30,356,99.866,15.0,2.01,0.202
2025-08-30,135,99.988,13.0,2.09,0.073
2025-08-30,269,98.995,25.2,2.38,0.104
2025-08-30,386,99.965,22.8,3.32,0.0
2025-08-30,98,100.037,21.3,3.17,0.163
2025-08-30,221,99.955,25.6,0.48,0.0
2025-08-30,42,100.027,15.4,2.26,0.113
2025-08-30,1299,99.852,16.7,2.01,0.097
2025-08-30,518,99.992,16.1,2.94,0.051
2025-08-30,861,99.978,12.6,2.11,0.0
2025-08-30,502,99.905,20.4,2.51,0.193
2025-08-30,1059,99.908,18.0,2.07,0.016
2025-08-30,1498,99.937,20.2,2.13,0.003
2025-08-30,1493,99.937,13.8,2.5,0.084
2025-08-30,13,99.996,15.3,0.34,0.056
2025-08-30,455,99.895,24.1,2.0,0.143
2025-08-30,569,99.955,12.7,1.04,0.048
2025-08-30,977,99.883,16.0,1.1,0.153
2025-08-30,756,99.976,25.9,2.95,0.076
2025-08-30,882,99.959,20.5,1.5,0.083
2025-08-30,965,99.917,11.7,2.71,0.07
2025-08-30,638,99.941,22.9,2.21,0.0
2025-08-30,913,99.845,27.4,1.41,0.0
2025-08-30,1323,99.988,10.0,1.01,0.0
2025-08-30,652,99.946,13.4,3.54,0.082
2025-08-30,1453,99.999,13.8,2.58,0.0
2025-08-30,611,99.985,33.4,0.81,0.0
2025-08-30,1327,99.962,24.3,0.31,0.007
2025-08-30,834,99.885,7.8,2.34,0.023
2025-08-30,547,99.917,13.9,1.13,0.092
2025-08-30,485,99.953,21.0,0.29,0.0
2025-08-30,1237,100.028,17.0,2.87,0.145
2025-08-30,337,99.96,12.0,2.3,0.115
2025-08-30,233,99.94,15.4,1.45,0.222
2025-08-30,1267,99.94,25.3,0.97,0.043
2025-08-30,1499,99.07,13.0,3.13,0.035
2025-08-30,685,99.988,16.3,0.68,0.106
2025-08-30,738,100.006,20.5,1.78,0.078
2025-08-30,631,99.997,9.3,3.59,0.039
2025-08-30,298,99.961,10.9,1.66,0.06
2025-08-30,1174,100.009,20.0,1.69,0.0
2025-08-30,1331,99.958,20.1,0.1,0.23
2025-08-30,684,99.938,31.5,1.98,0.032
2025-08-30,206,100.008,16.2,2.04,0.006
2025-08-30,4,99.971,20.3,2.19,0.128
2025-08-30,1180,99.949,15.3,1.06,0.0
2025-08-30,703,100.036,25.5,1.04,0.153
2025-08-30,1231,100.062,9.3,2.74,0.132
2025-08-30,1339,99.942,20.9,0.81,0.0
2025-08-30,1201,99.982,18.0,2.64,0.0
2025-08-30,1300,99.929,17.7,3.07,0.094
2025-08-30,1095,99.967,24.8,2.27,0.116
2025-08-30,1295,99.964,18.7,1.34,0.0
2025-08-30,740,99.91,9.6,1.87,0.093
2025-08-30,888,100.048,19.5,3.35,0.06
2025-08-30,1157,99.956,13.1,1.0,0.147
2025-08-30,1490,100.027,22.1,1.91,0.0
2025-08-30,961,99.929,22.0,1.94,0.159
2025-08-30,566,100.013,15.7,0.56,0.159
2025-08-30,883,99.966,13.3,2.29,0.088
2025-08-30,758,99.934,18.6,1.58,0.019
2025-08-30,1404,100.023,18.6,2.5,0.0
2025-08-30,661,99.944,14.3,1.37,0.025
2025-08-30,158,99.964,15.3,2.34,0.058
2025-08-30,1048,99.941,11.9,3.09,0.198
2025-08-30,1290,99.947,20.1,1.45,0.083
2025-08-30,463,100.018,16.1,1.75,0.0
2025-08-30,141,100.007,18.0,1.75,0.174
2025-08-30,161,99.924,21.5,3.46,0.056
2025-08-30,306,99.99,20.5,2.46,0.019
2025-08-30,1125,99.824,18.2,1.84,0.122
2025-08-30,674,100.04,14.2,1.37,0.196
2025-08-31,548,100.0,28.8,3.51,0.154
2025-08-31,985,99.898,11.0,3.4,0.167
2025-08-31,713,99.919,20.9,2.68,0.064
2025-08-31,639,99.943,11.5,2.34,0.08
2025-08-31,472,99.952,16.6,2.59,0.01
2025-08-31,1150,99.996,10.9,2.51,0.059
2025-08-31,393,99.894,9.3,0.63,0.146
2025-08-31,1159,99.942,20.1,2.11,0.089
2025-08-31,1022,99.997,32.2,2.97,0.118
2025-08-31,427,100.007,12.4,1.59,0.092
2025-08-31,1133,100.041,7.8,2.82,0.01
2025-08-31,417,99.96,30.7,0.63,0.166
2025-08-31,718,99.871,21.2,1.48,0.092
2025-08-31,979,100.002,24.0,2.57,0.081
2025-08-31,836,99.909,24.1,2.75,0.119
2025-08-31,829,99.974,25.7,3.19,0.048
2025-08-31,805,99.899,13.8,2.38,0.061
2025-08-31,748,100.023,18.2,3.57,0.0
2025-08-31,72,100.007,9.7,0.29,0.028
2025-08-31,699,99.965,24.4,1.56,0.0
2025-08-31,44,99.974,17.2,2.93,0.061
2025-08-31,1124,99.985,13.4,2.91,0.078
2025-08-31,926,99.936,10.8,1.8,0.075
2025-08-31,1072,99.953,21.0,2.24,0.016
2025-08-31,1406,99.878,19.0,1.52,0.081
2025-08-31,644,99.963,15.8,1.46,0.022
2025-08-31,279,99.934,14.5,2.53,0.167
2025-08-31,309,99.942,5.5,1.36,0.136
2025-08-31,1264,99.907,24.1,0.47,0.085
2025-08-31,64,99.956,16.6,3.68,0.163
2025-08-31,607,100.011,23.0,3.5,0.142
2025-08-31,596,99.955,16.5,0.77,0.0
2025-08-31,96,99.821,20.5,1.43,0.142
2025-08-31,112,99.855,10.4,1.52,0.004
2025-08-31,709,99.989,38.1,1.45,0.164
2025-08-31,1051,99.984,9.4,1.19,0.0
2025-08-31,1316,99.829,21.2,0.68,0.0
2025-08-31,242,100.038,8.7,2.18,0.0
2025-08-31,331,99.86,15.8,1.92,0.0
2025-08-31,705,99.983,15.9,0.55,0.179
2025-08-31,694,99.956,7.9,1.9,0.0
2025-08-31,147,99.958,6.9,1.85,0.147
2025-08-31,826,99.952,16.5,2.17,0.0
2025-08-31,873,99.932,14.6,1.77,0.019
2025-08-31,1207,100.038,16.8,2.03,0.049
2025-08-31,1052,100.017,20.1,3.24,0.039
2025-08-31,201,99.994,18.4,2.64,0.0
2025-08-31,61,99.866,22.9,0.75,0.155
2025-08-31,587,99.958,16.0,0.67,0.074
2025-08-31,598,99.978,22.9,2.61,0.14
2025-08-31,716,99.961,12.9,1.45,0.077
2025-08-31,1390,99.969,31.8,4.48,0.154
2025-08-31,1183,99.946,15.8,3.33,0.0
2025-08-31,102,100.04,21.0,3.83,0.074
2025-08-31,879,99.937,13.7,2.05,0.0
2025-08-31,784,99.967,18.3,1.31,0.072
2025-08-31,1356,99.896,29.3,1.12,0.067
2025-08-31,416,99.906,19.7,0.29,0.0
2025-08-31,326,99.959,16.8,3.25,0.052
2025-08-31,119,99.979,25.3,3.56,0.118
2025-08-31,1064,99.935,17.0,2.15,0.0
2025-08-31,1242,99.988,17.8,2.07,0.132
2025-08-31,852,99.903,25.5,2.2,0.099
2025-08-31,1432,99.957,11.1,2.62,0.0
2025-08-31,59,99.97,27.6,1.92,0.086
2025-08-31,1077,100.038,26.3,1.08,0.0
2025-08-31,128,99.981,21.7,1.97,0.015
2025-08-31,352,99.98,23.2,2.77,0.032
2025-08-31,649,99.906,18.9,0.51,0.061
2025-08-31,118,99.929,18.2,2.76,0.117
2025-08-31,588,99.955,15.6,1.12,0.197
2025-08-31,190,99.965,7.2,1.8,0.063
2025-08-31,1082,99.918,21.7,2.36,0.0
2025-08-31,1415,100.051,14.0,1.07,0.138
2025-08-31,586,99.998,13.6,1.32,0.066
2025-08-31,253,99.9,13.7,2.77,0.0
2025-08-31,1243,99.983,21.7,2.65,0.145
2025-08-31,863,99.991,9.3,2.75,0.133
2025-08-31,1450,100.024,17.8,2.34,0.032
2025-08-31,10,99.939,20.9,2.89,0.043
2025-08-31,1297,99.953,5.0,1.39,0.0
2025-08-31,398,99.979,31.4,1.27,0.0
2025-08-31,563,99.893,11.9,2.17,0.0
2025-08-31,886,99.919,18.7,3.17,0.144
2025-08-31,1080,100.006,20.9,3.41,0.014
2025-08-31,180,99.842,15.8,1.63,0.0
2025-08-31,229,99.889,15.4,2.28,0.0
2025-08-31,1152,99.972,27.2,2.24,0.124
2025-08-31,355,99.878,16.4,1.52,0.027
2025-08-31,1128,100.029,22.4,0.9,0.063
2025-08-31,186,99.942,12.2,1.09,0.023
2025-08-31,452,100.035,18.4,1.36,0.055
2025-08-31,207,99.938,26.5,4.4,0.122
2025-08-31,841,99.997,12.1,1.87,0.054
2025-08-31,1076,99.977,17.8,1.71,0.0
2025-08-31,375,99.897,13.4,2.02,0.052
2025-08-31,1375,100.004,17.0,2.32,0.016
2025-08-31,1187,100.013,18.1,2.12,0.055
2025-08-31,667,99.945,20.8,2.58,0.152
2025-08-31,276,99.928,13.0,1.81,0.008
2025-08-31,505,100.051,14.3,2.7,0.05
2025-08-31,18,99.925,15.1,0.99,0.004
2025-08-31,1146,99.88,13.1,2.65,0.071
2025-08-31,889,99.949,20.9,0.83,0.082
2025-08-31,1334,99.957,24.8,2.16,0.052
2025-08-31,1009,99.985,6.5,3.4,0.0
2025-08-31,603,99.947,18.7,1.57,0.101
2025-08-31,542,99.266,19.9,1.92,0.084
2025-08-31,559,99.91,8.9,3.33,0.0
2025-08-31,1485,99.934,9.0,3.32,0.045
2025-08-31,325,99.976,23.3,1.85,0.051
2025-08-31,464,99.946,19.1,1.47,0.0
2025-08-31,390,100.076,21.6,1.22,0.049
2025-08-31,314,100.02,17.9,2.4,0.048
2025-08-31,1341,99.958,14.8,2.24,0.0
2025-08-31,490,99.933,17.7,0.44,0.063
2025-08-31,466,99.901,11.5,2.76,0.062
2025-08-31,531,99.981,30.1,1.2,0.111
2025-08-31,286,99.981,6.6,3.43,0.0
2025-08-31,984,99.936,22.3,0.45,0.0
2025-08-31,741,99.836,22.1,1.76,0.126
2025-08-31,359,99.932,22.2,1.12,0.0
2025-08-31,669,99.913,20.9,1.6,0.039
2025-08-31,1245,100.002,17.8,3.76,0.046
2025-08-31,28,99.928,8.2,0.58,0.044
2025-08-31,1184,100.009,16.3,0.69,0.001
2025-08-31,1040,99.915,8.3,2.19,0.014
2025-08-31,807,99.979,18.5,0.54,0.0
2025-08-31,264,100.017,27.6,0.1,0.0
2025-08-31,1428,100.032,19.6,1.04,0.106
2025-08-31,24,99.989,21.5,2.86,0.0
2025-08-31,411,99.933,12.4,4.63,0.112
2025-08-31,618,99.949,22.3,2.66,0.097
2025-08-31,766,99.966,13.6,0.11,0.066
2025-08-31,937,99.957,17.1,2.65,0.0
2025-08-31,948,99.884,18.1,1.68,0.004
2025-08-31,869,99.926,24.8,1.9,0.0
2025-08-31,168,99.954,24.5,1.57,0.049
2025-08-31,1045,99.978,23.3,1.13,0.052
2025-08-31,142,99.929,22.9,0.83,0.004
2025-08-31,349,99.936,22.9,1.45,0.145
2025-08-31,1289,100.014,25.9,2.31,0.129
2025-08-31,250,99.88,17.7,2.58,0.036
2025-08-31,345,99.943,15.6,1.78,0.0
2025-08-31,1106,99.956,14.8,1.39,0.028
2025-08-31,14,99.862,13.7,1.02,0.08
2025-08-31,109,100.013,13.7,1.39,0.017
2025-08-31,432,99.874,9.2,1.4,0.0
2025-08-31,906,99.879,22.8,1.72,0.062
2025-08-31,1114,99.859,13.5,2.49,0.249
2025-08-31,379,99.994,7.8,1.51,0.157
2025-08-31,35,99.872,24.2,1.53,0.0
2025-08-31,205,99.893,35.4,2.09,0.125
2025-08-31,99,99.924,12.4,2.6,0.004
2025-08-31,211,99.97,33.9,2.85,0.0
2025-08-31,362,99.965,17.8,3.4,0.03
2025-08-31,431,99.954,6.0,2.09,0.0
2025-08-31,1068,99.957,7.0,2.91,0.0
2025-08-31,415,99.953,29.0,1.95,0.014
2025-08-31,1330,99.972,22.3,1.79,0.071
2025-08-31,657,99.957,12.3,0.52,0.0
2025-08-31,1276,99.953,16.6,2.07,0.0
2025-08-31,975,99.956,21.1,2.66,0.14
2025-08-31,173,99.976,14.0,0.32,0.14
2025-08-31,25,99.94,11.5,1.85,0.069
2025-08-31,111,99.912,20.1,1.34,0.015
2025-08-31,16,99.953,10.0,1.57,0.0
2025-08-31,1296,99.985,31.6,2.49,0.098
2025-08-31,904,99.944,26.8,2.21,0.0
2025-08-31,1282,99.95,9.5,1.99,0.074
2025-08-31,148,100.075,23.2,1.22,0.016
2025-08-31,504,99.974,13.2,1.08,0.037
2025-08-31,1395,99.923,12.9,1.35,0.137
2025-08-31,187,99.852,32.6,0.25,0.105
2025-08-31,682,99.994,18.3,1.57,0.0
2025-08-31,1103,99.879,13.6,3.42,0.056
2025-08-31,474,99.966,27.5,3.01,0.203
2025-08-31,1012,99.945,16.4,2.51,0.167
2025-08-31,100,99.998,13.4,2.54,0.089
2025-08-31,5,99.918,28.5,0.9,0.061
2025-08-31,465,99.929,22.0,2.89,0.0
2025-08-31,47,100.082,17.8,1.95,0.228
2025-08-31,880,99.965,19.3,0.74,0.059
2025-08-31,263,100.009,15.1,1.87,0.005
2025-08-31,295,99.946,27.3,0.82,0.0
2025-08-31,451,99.918,22.4,1.32,0.207
2025-08-31,368,99.96,30.3,2.45,0.024
2025-08-31,830,99.991,15.2,1.77,0.0
2025-08-31,957,99.975,23.9,2.27,0.075
2025-08-31,489,99.977,21.4,1.9,0.012
2025-08-31,285,99.982,17.4,2.01,0.0
2025-08-31,749,99.813,9.1,3.14,0.0
2025-08-31,1083,99.941,15.8,2.06,0.0
2025-08-31,1202,99.961,7.7,1.65,0.0
2025-08-31,968,99.962,6.2,2.64,0.115
2025-08-31,114,99.978,21.0,1.22,0.017
2025-08-31,387,99.926,16.9,0.68,0.0
2025-08-31,52,99.892,18.7,1.91,0.076
2025-08-31,1145,99.925,18.4,2.86,0.076
2025-08-31,1329,99.97,25.6,2.87,0.0
2025-08-31,778,99.954,23.8,1.54,0.12
2025-08-31,1071,99.95,22.5,3.29,0.047
2025-08-31,743,99.916,21.9,2.17,0.0
2025-08-31,1213,100.009,20.3,3.22,0.059
2025-08-31,763,99.966,10.5,2.7,0.072
2025-08-31,976,99.967,8.9,0.84,0.0
2025-08-31,351,99.946,14.0,0.18,0.01
2025-08-31,341,100.038,22.4,1.1,0.087
2025-08-31,893,99.99,19.1,2.01,0.038
2025-08-31,373,99.348,14.3,2.5,0.039
2025-08-31,165,99.944,18.0,2.54,0.01
2025-08-31,260,99.968,15.7,1.7,0.106
2025-08-31,894,99.913,17.4,1.68,0.095
2025-08-31,208,99.968,15.7,1.2,0.082
2025-08-31,532,99.869,18.8,2.18,0.0
2025-08-31,1419,99.931,17.0,1.66,0.092
2025-08-31,1396,99.935,21.1,2.25,0.043
2025-08-31,1398,99.955,19.3,0.1,0.081
2025-08-31,410,100.006,14.6,0.1,0.167
2025-08-31,329,99.9,5.0,0.92,0.04
2025-08-31,21,99.937,17.9,0.78,0.053
2025-08-31,745,99.875,12.3,2.79,0.147
2025-08-31,433,99.009,22.5,3.08,0.155
2025-08-31,384,100.012,16.6,0.61,0.0
2025-08-31,413,99.88,22.4,2.09,0.041
2025-08-31,408,99.98,27.6,2.25,0.086
2025-08-31,1178,99.912,10.6,1.65,0.0
2025-08-31,641,99.776,8.3,0.72,0.0
2025-08-31,1360,99.949,14.2,2.99,0.061
2025-08-31,27,99.994,16.1,2.15,0.14
2025-08-31,737,100.032,27.9,2.17,0.133
2025-08-31,881,99.934,13.3,2.95,0.016
2025-08-31,666,99.984,14.8,1.6,0.144
2025-08-31,1122,99.921,16.2,0.99,0.013
2025-08-31,998,99.944,20.2,1.24,0.119
2025-08-31,526,98.494,17.5,2.93,0.094
2025-08-31,468,100.031,5.7,1.07,0.057
2025-08-31,1026,100.043,16.5,2.5,0.0
2025-08-31,446,99.939,14.8,2.26,0.01
2025-08-31,929,99.982,16.0,0.89,0.184
2025-08-31,1219,100.015,17.7,1.29,0.038
2025-08-31,129,99.937,17.7,2.24,0.296
2025-08-31,842,100.02,28.0,1.23,0.0
2025-08-31,512,99.984,12.9,1.31,0.089
2025-08-31,1131,99.963,15.0,1.99,0.0
2025-08-31,801,100.004,24.1,3.18,0.0
2025-08-31,903,100.034,18.0,1.87,0.215
2025-08-31,1345,99.927,18.9,2.48,0.026
2025-08-31,675,100.002,8.7,3.51,0.049
2025-08-31,1261,99.933,24.3,1.51,0.089
2025-08-31,877,99.407,25.7,1.42,0.0
2025-08-31,1228,99.94,21.7,3.94,0.13
2025-08-31,818,99.992,13.5,1.69,0.0
2025-08-31,1483,99.906,13.8,2.57,0.093
2025-08-31,1452,99.96,26.1,1.43,0.0
2025-08-31,1448,99.892,26.2,1.88,0.074
2025-08-31,152,99.886,14.1,1.37,0.058
2025-08-31,947,99.988,22.6,1.95,0.0
2025-08-31,799,99.94,23.7,2.25,0.0
2025-08-31,1227,99.978,15.6,1.78,0.022
2025-08-31,1338,99.933,15.9,1.45,0.0
2025-08-31,907,99.938,19.6,1.91,0.112
2025-08-31,1382,100.01,25.8,1.77,0.07
2025-08-31,493,99.897,19.6,0.89,0.1
2025-08-31,397,99.889,11.2,3.4,0.003
2025-08-31,370,100.022,19.6,2.67,0.025
2025-08-31,1047,99.992,12.5,0.78,0.098
2025-08-31,1298,99.987,12.5,2.65,0.0
2025-08-31,1229,99.894,14.2,1.41,0.0
2025-08-31,1263,99.939,13.8,2.19,0.062
2025-08-31,964,99.983,19.2,3.42,0.0
2025-08-31,681,99.977,20.5,3.06,0.018
2025-08-31,1466,99.925,13.2,1.7,0.049
2025-08-31,1024,99.887,26.2,1.88,0.0
2025-08-31,1000,99.997,23.9,2.19,0.109
2025-08-31,700,99.926,19.1,1.1,0.203
2025-08-31,371,99.961,22.7,1.23,0.0
2025-08-31,1179,99.938,7.4,0.94,0.007
2025-08-31,327,99.937,12.9,1.03,0.199
2025-08-31,936,99.983,19.1,1.83,0.056
2025-08-31,864,99.905,29.1,0.11,0.048
2025-08-31,171,99.602,29.4,1.25,0.13
2025-08-31,1246,99.976,5.0,1.5,0.0
2025-08-31,1038,99.961,19.8,0.9,0.063
2025-08-31,511,100.005,16.8,2.76,0.017
2025-08-31,265,99.95,16.9,2.42,0.0
